"satisfaction","customer_type","age","travel_type","cabin_class","flight_distance","seat_comfort","time_convenient","food_drink","gate_location","wifi","entertainment","online_support","ease_booking","onboard_service","legroom","baggage","checkin","cleanliness","online_boarding","dep_delay","arr_delay","row_id","arr_delay_res","midfly_delay","log_mid_delay","log_dep_delay"
"dissatisfied","Loyal Customer",29,"Business travel","Eco",2330,1,3,4,3,1,1,1,1,3,4,4,4,4,1,23,20,67573,-3.27099403004976,-3,-1.38629436111989,3.17805383034795
"dissatisfied","Loyal Customer",29,"Business travel","Eco Plus",2252,1,4,4,4,1,1,1,1,3,5,3,1,3,1,21,20,67574,-1.31329578978486,-1,-0.693147180559945,3.09104245335832
"dissatisfied","Loyal Customer",48,"Business travel","Business",2755,1,4,4,4,2,4,4,1,1,1,1,4,1,1,28,27,67614,-1.16523963071203,-1,-0.693147180559945,3.36729582998647
"dissatisfied","Loyal Customer",56,"Business travel","Business",2603,1,4,4,4,1,1,1,2,2,3,3,1,2,1,56,56,67730,0.426985005579295,0,0,4.04305126783455
"dissatisfied","Loyal Customer",58,"Business travel","Eco",3404,1,4,5,4,1,1,1,1,1,5,4,2,4,1,43,24,67866,-18.8479764326988,-19,-2.99573227355399,3.78418963391826
"dissatisfied","Loyal Customer",53,"Business travel","Eco",1974,1,3,3,3,1,1,1,1,1,2,3,4,4,1,0,0,67983,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",51,"Business travel","Eco Plus",706,1,5,5,5,2,4,4,1,1,1,1,3,1,4,7,0,68040,-7.60940810793052,-7,-2.07944154167984,2.07944154167984
"dissatisfied","Loyal Customer",20,"Business travel","Business",4794,1,5,5,5,1,1,1,1,1,5,4,2,4,1,111,99,68055,-10.4097166017056,-12,-2.56494935746154,4.71849887129509
"dissatisfied","Loyal Customer",59,"Business travel","Business",731,1,5,4,5,2,4,3,1,1,1,1,3,1,1,0,0,68231,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",58,"Business travel","Business",614,1,1,1,1,3,4,4,1,1,1,1,3,1,3,13,8,68325,-5.48250282872523,-5,-1.79175946922805,2.63905732961526
"dissatisfied","Loyal Customer",42,"Business travel","Eco",2268,1,5,5,5,1,1,1,1,4,4,3,3,3,1,0,4,68350,3.24253573299665,4,1.6094379124341,0
"dissatisfied","Loyal Customer",31,"Business travel","Business",1814,1,4,4,4,1,1,1,1,4,5,4,1,4,1,44,34,68423,-9.82682555283127,-10,-2.39789527279837,3.80666248977032
"dissatisfied","Loyal Customer",48,"Business travel","Business",1756,1,4,4,4,4,3,4,1,1,1,1,3,1,1,15,9,68560,-6.44020106899014,-6,-1.94591014905531,2.77258872223978
"dissatisfied","Loyal Customer",37,"Business travel","Eco",1683,1,4,4,4,1,1,1,1,1,4,3,4,4,1,4,12,68575,7.32713925246684,8,2.19722457733622,1.6094379124341
"dissatisfied","Loyal Customer",56,"Business travel","Business",3775,1,1,1,1,4,4,4,1,1,1,1,3,1,2,15,19,68595,3.55979893100986,4,1.6094379124341,2.77258872223978
"dissatisfied","Loyal Customer",35,"Business travel","Eco",1941,1,3,3,3,1,1,1,1,3,5,3,3,3,1,0,0,68636,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",25,"Business travel","Eco",1476,1,4,4,4,1,1,2,1,2,3,4,3,3,1,0,0,68958,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",32,"Business travel","Business",1735,2,1,1,1,1,1,2,1,4,3,4,4,3,1,3,0,68980,-3.69401162740071,-3,-1.38629436111989,1.38629436111989
"dissatisfied","Loyal Customer",36,"Business travel","Business",1347,2,4,4,4,2,2,2,2,2,1,2,4,2,1,40,27,69003,-12.9114290723015,-13,-2.63905732961526,3.71357206670431
"dissatisfied","Loyal Customer",45,"Business travel","Eco",3066,1,5,5,5,2,1,2,2,3,3,4,2,4,2,102,90,69186,-10.6000745205135,-12,-2.56494935746154,4.63472898822964
"dissatisfied","Loyal Customer",33,"Business travel","Eco Plus",1829,2,4,4,4,2,1,2,2,4,3,3,2,4,2,0,58,69216,57.2425357329967,58,4.07753744390572,0
"dissatisfied","Loyal Customer",44,"Business travel","Business",3076,2,4,4,4,4,3,3,2,2,1,2,3,2,4,0,1,69223,0.242535732996651,1,0.693147180559945,0
"dissatisfied","Loyal Customer",33,"Business travel","Business",3669,2,5,5,5,2,4,4,2,2,1,2,3,2,1,0,21,69224,20.2425357329967,21,3.09104245335832,0
"dissatisfied","Loyal Customer",24,"Business travel","Business",3941,3,3,5,3,0,1,3,0,2,4,3,4,4,0,40,30,69243,-9.91142907230146,-10,-2.39789527279837,3.71357206670431
"dissatisfied","Loyal Customer",52,"Business travel","Eco",1678,2,2,2,2,1,2,1,1,1,3,2,4,3,1,9,0,69495,-9.56710634819542,-9,-2.30258509299405,2.30258509299405
"dissatisfied","Loyal Customer",27,"Business travel","Eco",1484,1,3,3,3,1,2,1,1,1,4,3,3,2,1,0,3,69538,2.24253573299665,3,1.38629436111989,0
"dissatisfied","Loyal Customer",50,"Business travel","Eco",3492,2,1,1,1,1,2,1,1,4,3,2,4,3,1,0,14,69618,13.2425357329967,14,2.70805020110221,0
"satisfied","Loyal Customer",43,"Business travel","Business",1851,1,1,1,1,3,5,4,1,1,2,1,5,1,5,5,0,69643,-5.65170986766561,-5,-1.79175946922805,1.79175946922805
"dissatisfied","Loyal Customer",56,"Business travel","Business",1951,1,1,2,1,2,4,4,1,1,2,1,2,1,3,1,0,69731,-1.7363133871358,-1,-0.693147180559945,0.693147180559945
"dissatisfied","Loyal Customer",33,"Business travel","Eco Plus",2590,1,5,5,5,1,2,1,1,4,5,3,4,4,1,12,8,69902,-4.50365370859278,-4,-1.6094379124341,2.56494935746154
"dissatisfied","Loyal Customer",24,"Business travel","Eco Plus",4003,2,3,3,3,2,1,2,2,5,4,4,2,2,2,0,0,70081,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",27,"Business travel","Business",2449,5,1,5,5,2,2,2,2,5,4,5,5,5,2,0,0,70251,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",45,"Business travel","Business",2465,1,1,1,1,5,1,3,2,2,2,2,5,2,3,3,0,70276,-3.69401162740071,-3,-1.38629436111989,1.38629436111989
"satisfied","Loyal Customer",54,"Business travel","Eco Plus",1775,2,3,3,3,2,2,2,2,3,2,5,1,2,2,0,0,70282,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",33,"Business travel","Business",3340,3,3,3,3,2,2,2,2,5,3,5,4,4,2,0,2,70296,1.24253573299665,2,1.09861228866811,0
"dissatisfied","Loyal Customer",43,"Business travel","Eco",739,2,4,4,4,4,1,1,2,2,2,2,4,2,4,0,0,70501,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",34,"Business travel","Eco Plus",1242,2,2,4,4,2,2,2,2,3,4,2,2,2,2,2,0,70681,-2.71516250726825,-2,-1.09861228866811,1.09861228866811
"dissatisfied","Loyal Customer",41,"Business travel","Business",3286,2,2,2,2,1,1,2,2,2,2,2,1,2,3,0,4,70692,3.24253573299665,4,1.6094379124341,0
"dissatisfied","Loyal Customer",75,"Business travel","Eco",419,2,3,2,2,1,3,2,2,2,2,2,3,2,4,24,16,70706,-8.24984315018221,-8,-2.19722457733622,3.2188758248682
"satisfied","Loyal Customer",33,"Business travel","Business",3179,3,3,3,3,2,2,2,2,1,3,3,2,5,2,9,5,70869,-4.56710634819542,-4,-1.6094379124341,2.30258509299405
"satisfied","Loyal Customer",47,"Business travel","Business",1123,1,1,1,1,3,4,5,2,2,2,2,3,2,4,95,60,71000,-33.7481306795864,-35,-3.58351893845611,4.56434819146784
"dissatisfied","Loyal Customer",24,"Business travel","Business",4199,2,4,4,4,2,2,2,2,1,3,2,2,2,2,29,10,71239,-19.1440887508445,-19,-2.99573227355399,3.40119738166216
"satisfied","Loyal Customer",43,"Business travel","Business",612,4,4,4,4,4,5,4,2,2,2,2,5,2,5,1,0,71388,-1.7363133871358,-1,-0.693147180559945,0.693147180559945
"satisfied","Loyal Customer",58,"Business travel","Business",574,3,3,3,3,3,4,4,2,2,2,2,5,2,5,0,0,71421,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",39,"Business travel","Eco",1687,2,4,3,4,2,2,2,2,1,2,2,1,3,2,0,0,71538,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",69,"Business travel","Business",2280,2,5,4,5,2,2,3,2,2,2,2,2,2,3,0,0,71620,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",66,"Business travel","Eco",230,2,4,5,4,1,3,3,2,2,2,2,1,2,2,2,0,71879,-2.71516250726825,-2,-1.09861228866811,1.09861228866811
"satisfied","Loyal Customer",46,"Business travel","Business",1876,2,2,2,2,5,5,5,2,2,2,2,3,2,5,2,9,72081,6.28483749273174,7,2.07944154167984,1.09861228866811
"dissatisfied","Loyal Customer",24,"Business travel","Business",3178,2,1,1,1,2,2,2,2,1,3,3,1,3,2,25,23,72086,-2.22869227031467,-2,-1.09861228866811,3.25809653802148
"dissatisfied","Loyal Customer",69,"Business travel","Business",1590,2,3,3,3,3,2,2,2,2,2,2,2,2,4,0,0,72169,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",35,"Business travel","Business",2392,2,4,4,4,3,3,4,2,2,2,2,1,2,3,0,0,72342,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",51,"Business travel","Business",2680,2,2,2,2,3,3,4,2,2,2,2,3,2,2,0,0,72583,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",52,"Business travel","Eco",943,2,1,1,1,3,3,3,2,2,2,2,1,2,4,0,0,72632,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",51,"Business travel","Business",2789,2,1,3,1,2,2,3,2,2,2,2,3,2,3,42,38,72661,-3.86912731256637,-4,-1.6094379124341,3.76120011569356
"dissatisfied","Loyal Customer",47,"Business travel","Business",1012,2,2,2,2,4,4,3,2,2,2,2,1,2,2,5,13,72699,7.34829013233439,8,2.19722457733622,1.79175946922805
"dissatisfied","Loyal Customer",39,"Business travel","Business",2014,2,1,5,5,3,3,4,2,2,2,2,3,2,2,42,31,72846,-10.8691273125664,-11,-2.484906649788,3.76120011569356
"dissatisfied","Loyal Customer",17,"Business travel","Business",4994,2,5,5,5,2,2,2,2,4,1,3,3,4,2,12,0,73005,-12.5036537085928,-12,-2.56494935746154,2.56494935746154
"satisfied","Loyal Customer",55,"Business travel","Business",778,1,1,2,1,4,4,4,2,2,2,2,5,2,4,9,13,73170,3.43289365180458,4,1.6094379124341,2.30258509299405
"dissatisfied","Loyal Customer",18,"Business travel","Business",3469,2,4,4,4,2,2,2,2,2,3,3,3,4,2,24,6,73171,-18.2498431501822,-18,-2.94443897916644,3.2188758248682
"dissatisfied","Loyal Customer",46,"Business travel","Eco",584,2,3,3,3,2,3,4,2,2,2,2,2,2,3,1,0,73252,-1.7363133871358,-1,-0.693147180559945,0.693147180559945
"dissatisfied","Loyal Customer",46,"Business travel","Eco",503,2,4,1,4,2,3,4,2,2,2,2,4,2,4,73,60,73255,-12.2134500366724,-13,-2.63905732961526,4.30406509320417
"satisfied","Loyal Customer",50,"Business travel","Business",2166,1,1,5,1,5,4,5,2,2,2,2,5,2,3,0,6,73378,5.24253573299665,6,1.94591014905531,0
"dissatisfied","Loyal Customer",51,"Business travel","Business",3634,2,5,5,5,2,2,2,2,2,2,2,2,2,2,8,9,73420,0.411742771937029,1,0.693147180559945,2.19722457733622
"dissatisfied","Loyal Customer",41,"Business travel","Eco",2500,2,5,5,5,2,2,2,2,3,1,2,3,4,2,1,0,73800,-1.7363133871358,-1,-0.693147180559945,0.693147180559945
"dissatisfied","Loyal Customer",41,"Business travel","Eco",2555,2,5,2,2,2,2,2,2,1,3,3,4,3,2,3,2,73804,-1.69401162740071,-1,-0.693147180559945,1.38629436111989
"dissatisfied","Loyal Customer",40,"Business travel","Eco",3044,2,4,4,4,2,2,2,2,4,2,2,1,3,2,29,27,73890,-2.14408875084448,-2,-1.09861228866811,3.40119738166216
"satisfied","Loyal Customer",49,"Business travel","Business",503,4,4,4,4,5,5,4,2,2,2,2,4,2,4,0,0,73943,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",37,"Business travel","Business",2083,2,1,1,1,1,4,3,2,2,2,2,4,2,4,37,27,74045,-9.9748817119041,-10,-2.39789527279837,3.63758615972639
"dissatisfied","Loyal Customer",38,"Business travel","Eco",1242,2,5,4,5,2,2,2,2,4,1,3,4,3,2,41,39,74119,-1.89027819243391,-2,-1.09861228866811,3.73766961828337
"dissatisfied","Loyal Customer",60,"Business travel","Business",381,2,3,3,3,1,4,3,2,2,2,2,2,2,3,6,0,74282,-6.63055898779807,-6,-1.94591014905531,1.94591014905531
"dissatisfied","Loyal Customer",58,"Business travel","Business",355,2,2,2,2,1,4,3,2,2,2,2,2,2,1,0,0,74358,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",33,"Business travel","Eco",2151,2,2,2,2,2,2,2,2,2,4,4,2,4,2,168,156,74436,-9.20411644925539,-12,-2.56494935746154,5.12989871492307
"dissatisfied","Loyal Customer",43,"Business travel","Business",2111,2,2,2,2,3,4,3,2,2,2,2,1,2,3,16,10,74761,-6.41905018912259,-6,-1.94591014905531,2.83321334405622
"dissatisfied","Loyal Customer",34,"Business travel","Business",217,2,2,2,2,4,3,4,2,2,2,2,2,2,2,0,0,74788,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",18,"Business travel","Eco",1720,2,5,5,5,2,2,2,2,4,5,3,4,4,2,66,65,74814,-0.361506195745233,-1,-0.693147180559945,4.20469261939097
"dissatisfied","Loyal Customer",54,"Business travel","Business",90,2,3,3,3,2,4,3,2,2,2,2,3,2,4,0,0,74828,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",68,"Business travel","Eco",2597,2,4,4,4,2,2,2,2,3,4,4,2,4,2,0,0,74894,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",59,"Business travel","Eco",2303,2,4,4,4,2,2,2,2,4,3,3,1,3,2,0,0,75090,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",49,"Business travel","Business",1712,2,4,4,4,1,4,4,2,2,2,2,1,2,2,0,6,75113,5.24253573299665,6,1.94591014905531,0
"dissatisfied","Loyal Customer",42,"Business travel","Business",1514,2,3,3,3,2,4,4,2,2,2,2,3,2,2,0,0,75171,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",57,"Business travel","Business",1482,4,4,4,4,4,5,4,2,2,2,2,3,2,3,63,119,75179,56.5750411646521,56,4.04305126783455,4.15888308335967
"satisfied","Loyal Customer",50,"Business travel","Business",1498,3,3,3,3,4,5,4,2,2,2,2,5,2,5,10,2,75190,-8.54595546832788,-8,-2.19722457733622,2.39789527279837
"dissatisfied","Loyal Customer",27,"Business travel","Business",2654,2,5,5,5,2,2,2,2,2,2,4,2,3,2,8,0,75236,-8.58825722806297,-8,-2.19722457733622,2.19722457733622
"dissatisfied","Loyal Customer",56,"Business travel","Eco",873,2,4,4,4,5,3,4,2,2,2,2,4,2,2,0,0,75268,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",54,"Business travel","Eco",2585,2,3,3,3,2,2,2,2,3,1,4,4,4,2,0,0,75334,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",45,"Business travel","Business",2793,2,2,2,2,4,4,4,2,2,2,2,4,2,5,30,26,75670,-4.12293787097693,-4,-1.6094379124341,3.43398720448515
"dissatisfied","Loyal Customer",33,"Business travel","Business",4545,2,2,2,2,2,2,2,2,4,4,4,3,4,2,17,16,75715,-1.39789930925505,-1,-0.693147180559945,2.89037175789616
"dissatisfied","Loyal Customer",46,"Business travel","Eco Plus",553,2,2,2,2,2,4,4,2,2,2,2,1,2,1,3,0,75938,-3.69401162740071,-3,-1.38629436111989,1.38629436111989
"satisfied","Loyal Customer",45,"Business travel","Business",1556,5,5,2,5,3,4,4,2,2,2,2,4,2,4,0,11,76301,10.2425357329967,11,2.484906649788,0
"dissatisfied","Loyal Customer",25,"Business travel","Business",1858,2,5,5,5,2,2,2,2,2,2,3,2,4,2,0,0,76330,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",41,"Business travel","Eco",2735,2,2,2,2,2,2,2,2,1,2,4,4,4,2,44,45,76347,1.17317444716873,1,0.693147180559945,3.80666248977032
"satisfied","Loyal Customer",55,"Business travel","Business",1649,4,4,4,4,3,4,4,2,2,2,2,5,2,3,0,0,76408,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",41,"Business travel","Eco",2006,2,2,2,2,2,2,2,2,1,1,3,1,3,2,74,55,76431,-18.1922991568049,-19,-2.99573227355399,4.31748811353631
"satisfied","Loyal Customer",55,"Business travel","Business",2402,2,2,2,2,5,4,5,2,2,2,2,5,2,4,0,0,76558,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",52,"Business travel","Business",3069,2,4,4,4,1,4,4,2,2,2,2,3,2,2,1,13,76574,11.2636866128642,12,2.56494935746154,0.693147180559945
"dissatisfied","Loyal Customer",46,"Business travel","Business",379,2,4,5,4,4,4,3,2,2,2,2,2,2,3,0,0,76826,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",33,"Business travel","Eco",1774,2,4,4,4,2,2,2,2,3,3,3,1,4,2,8,6,76880,-2.58825722806297,-2,-1.09861228866811,2.19722457733622
"dissatisfied","Loyal Customer",35,"Business travel","Business",3565,2,5,5,5,5,3,4,2,2,2,2,3,2,3,37,38,76891,1.0251182880959,1,0.693147180559945,3.63758615972639
"dissatisfied","Loyal Customer",55,"Business travel","Business",3619,2,4,4,4,5,4,3,2,2,2,2,4,2,2,25,18,76969,-7.22869227031467,-7,-2.07944154167984,3.25809653802148
"dissatisfied","Loyal Customer",28,"Business travel","Business",1620,2,3,3,3,2,2,2,2,4,4,4,1,3,2,0,0,77025,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",35,"Business travel","Business",229,2,5,5,5,4,4,4,2,2,2,2,1,2,4,0,0,77155,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",20,"Business travel","Eco",2741,2,1,1,1,2,2,2,2,1,5,3,2,4,2,0,0,77175,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",50,"Business travel","Business",215,3,5,5,5,1,3,3,2,2,2,3,2,2,3,0,17,77558,16.2425357329967,17,2.89037175789616,0
"dissatisfied","Loyal Customer",33,"Business travel","Business",1843,3,5,5,5,2,4,4,3,3,2,3,3,3,2,0,0,77846,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",56,"Business travel","Business",387,3,3,3,3,2,2,3,3,3,2,3,3,3,1,0,0,77908,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",24,"Business travel","Business",1146,3,2,2,2,3,2,3,3,2,4,4,3,3,3,34,26,77915,-8.03833435150674,-8,-2.19722457733622,3.55534806148941
"dissatisfied","Loyal Customer",60,"Business travel","Business",880,3,5,5,5,4,3,4,3,3,2,3,2,3,4,0,0,78032,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",26,"Business travel","Business",1703,3,3,4,3,3,2,3,3,1,1,2,1,4,3,42,43,78169,1.13087268743363,1,0.693147180559945,3.76120011569356
"dissatisfied","Loyal Customer",26,"Business travel","Eco Plus",3348,2,5,5,5,2,2,4,2,3,4,2,3,3,2,0,0,78242,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",21,"Business travel","Eco Plus",1967,2,2,2,2,2,2,4,2,3,4,3,1,4,2,0,0,78282,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",52,"Business travel","Business",54,4,3,3,3,4,3,4,2,2,2,4,2,2,4,0,96,78292,95.2425357329966,96,4.57471097850338,0
"dissatisfied","Loyal Customer",68,"Business travel","Business",3881,1,5,5,5,4,4,4,3,3,3,1,3,3,2,0,0,78445,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",15,"Business travel","Business",2672,2,1,1,1,2,3,2,2,1,4,4,1,4,2,53,45,78794,-7.63646763402335,-8,-2.19722457733622,3.98898404656427
"dissatisfied","Loyal Customer",29,"Business travel","Business",2845,2,4,4,4,2,3,2,2,1,1,3,2,3,2,56,72,78941,16.4269850055793,16,2.83321334405622,4.04305126783455
"dissatisfied","Loyal Customer",45,"Business travel","Eco",1771,3,2,2,2,2,3,2,2,2,1,3,2,4,2,0,13,78966,12.2425357329967,13,2.63905732961526,0
"dissatisfied","Loyal Customer",22,"Business travel","Business",1285,2,3,3,3,2,3,2,2,3,3,3,4,4,2,0,0,79032,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",44,"Business travel","Business",139,2,2,2,2,3,3,3,3,3,3,2,4,3,2,0,0,79165,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",44,"Business travel","Business",2143,4,4,4,4,5,5,4,3,3,3,3,5,3,4,5,0,79359,-5.65170986766561,-5,-1.79175946922805,1.79175946922805
"satisfied","Loyal Customer",56,"Business travel","Business",1588,3,3,3,3,5,4,5,3,3,3,3,4,3,3,7,0,79436,-7.60940810793052,-7,-2.07944154167984,2.07944154167984
"satisfied","Loyal Customer",60,"Business travel","Business",3453,5,5,5,5,5,4,5,3,3,3,3,3,3,3,3,0,79551,-3.69401162740071,-3,-1.38629436111989,1.38629436111989
"satisfied","Loyal Customer",52,"Business travel","Business",2331,3,3,3,3,2,4,4,3,3,3,3,5,3,3,0,0,79698,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",52,"Business travel","Business",446,3,3,3,3,5,4,5,3,3,3,3,4,3,3,0,0,79790,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",65,"Business travel","Business",444,3,4,4,4,5,2,2,3,3,3,3,3,3,2,16,23,79803,6.58094981087741,7,2.07944154167984,2.83321334405622
"satisfied","Loyal Customer",60,"Business travel","Business",3413,5,5,5,5,4,4,5,3,3,3,3,4,3,3,0,0,79814,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",58,"Business travel","Eco",1688,3,1,1,1,3,3,3,3,3,1,2,1,2,3,0,0,79991,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",46,"Business travel","Business",2911,3,2,2,2,1,2,2,3,3,3,3,3,3,2,0,0,80193,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",22,"Business travel","Business",1951,3,1,1,1,3,3,3,3,2,3,2,1,2,3,12,52,80200,39.4963462914072,40,3.71357206670431,2.56494935746154
"dissatisfied","Loyal Customer",51,"Business travel","Business",3816,3,5,5,5,5,1,1,3,3,3,3,1,3,3,0,0,80802,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",41,"Business travel","Business",2039,3,3,5,5,3,2,3,3,3,3,3,2,3,4,0,17,80804,16.2425357329967,17,2.89037175789616,0
"dissatisfied","Loyal Customer",40,"Business travel","Business",2944,3,5,5,5,3,3,3,3,3,2,3,3,4,3,0,8,80831,7.24253573299665,8,2.19722457733622,0
"dissatisfied","Loyal Customer",68,"Business travel","Eco",1989,3,4,4,4,3,3,3,3,4,3,3,4,2,3,22,23,80913,0.70785509008269,1,0.693147180559945,3.13549421592915
"dissatisfied","Loyal Customer",62,"Business travel","Eco",1190,3,4,4,4,3,3,3,3,1,3,3,1,3,3,0,0,81002,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",53,"Business travel","Business",1445,4,4,4,4,5,5,4,3,3,3,3,5,3,5,0,0,81313,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",47,"Business travel","Business",1476,5,5,5,5,3,4,4,3,3,3,3,3,3,5,0,2,81314,1.24253573299665,2,1.09861228866811,0
"dissatisfied","Loyal Customer",33,"Business travel","Business",2091,3,5,5,5,3,3,3,3,2,4,4,1,3,3,58,41,81384,-16.5307132346856,-17,-2.89037175789616,4.07753744390572
"satisfied","Loyal Customer",33,"Business travel","Business",3962,4,4,4,4,1,2,3,3,3,3,3,2,3,2,0,16,81393,15.2425357329967,16,2.83321334405622,0
"dissatisfied","Loyal Customer",56,"Business travel","Eco",2232,3,4,4,4,3,3,3,3,2,5,4,2,4,3,0,0,81396,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",29,"Business travel","Business",3599,1,1,1,1,3,3,3,3,3,5,5,3,4,3,0,0,81650,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",45,"Business travel","Business",2820,2,2,2,2,3,5,5,3,3,3,3,3,3,3,0,0,81988,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",26,"Business travel","Business",2571,5,5,5,5,3,3,3,3,4,3,2,3,5,3,2,3,82107,0.284837492731745,1,0.693147180559945,1.09861228866811
"dissatisfied","Loyal Customer",31,"Business travel","Business",3965,3,5,5,5,3,3,3,3,1,1,3,3,3,3,0,5,82113,4.24253573299665,5,1.79175946922805,0
"dissatisfied","Loyal Customer",47,"Business travel","Eco Plus",730,3,1,1,1,2,3,3,3,3,3,3,4,3,2,0,17,82147,16.2425357329967,17,2.89037175789616,0
"dissatisfied","Loyal Customer",15,"Business travel","Business",1616,3,4,5,4,3,3,3,3,1,2,4,2,4,3,92,118,82400,27.188416680811,26,3.29583686600433,4.53259949315326
"dissatisfied","Loyal Customer",58,"Business travel","Business",2845,3,4,5,4,1,2,3,3,3,3,3,4,3,4,14,6,82417,-8.46135194885769,-8,-2.19722457733622,2.70805020110221
"dissatisfied","Loyal Customer",44,"Business travel","Eco",2106,3,2,2,2,3,3,3,3,1,3,3,4,4,3,1,0,82453,-1.7363133871358,-1,-0.693147180559945,0.693147180559945
"dissatisfied","Loyal Customer",52,"Business travel","Business",608,3,2,2,2,2,4,4,3,3,3,3,2,3,4,0,0,82574,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",41,"Business travel","Eco Plus",1914,3,3,3,3,3,3,3,3,3,4,3,3,3,3,0,1,82772,0.242535732996651,1,0.693147180559945,0
"dissatisfied","Loyal Customer",34,"Business travel","Business",2968,3,1,1,1,4,4,4,3,3,3,3,2,3,2,0,0,82876,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",53,"Business travel","Business",2622,1,1,1,1,2,4,4,3,3,3,3,5,3,3,0,0,83021,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",52,"Business travel","Business",384,3,5,4,4,4,4,3,3,3,3,3,3,3,4,15,12,83183,-3.44020106899014,-3,-1.38629436111989,2.77258872223978
"dissatisfied","Loyal Customer",35,"Business travel","Eco",1933,3,5,5,5,3,3,3,3,2,4,3,4,4,3,16,13,83281,-3.41905018912259,-3,-1.38629436111989,2.83321334405622
"dissatisfied","Loyal Customer",31,"Business travel","Eco",2429,3,5,3,3,3,3,3,3,3,5,3,3,4,3,0,0,83455,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",35,"Business travel","Business",2929,3,2,4,2,2,4,4,3,3,3,3,1,3,2,0,0,83627,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",69,"Business travel","Business",3298,3,5,5,5,4,4,3,3,3,3,3,2,3,1,3,3,83661,-0.694011627400707,0,0,1.38629436111989
"satisfied","Loyal Customer",40,"Business travel","Business",2342,2,2,4,2,2,3,5,3,3,3,3,4,3,4,0,0,83872,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",33,"Business travel","Business",1873,3,3,3,3,5,4,4,3,3,3,3,2,3,1,0,20,83951,19.2425357329967,20,3.04452243772342,0
"satisfied","Loyal Customer",47,"Business travel","Business",1647,1,1,1,1,2,5,5,3,3,3,3,2,3,3,30,20,84025,-10.1229378709769,-10,-2.39789527279837,3.43398720448515
"dissatisfied","Loyal Customer",57,"Business travel","Eco Plus",610,3,3,3,3,2,3,4,3,3,3,3,3,3,4,0,0,84051,-0.757464267003349,0,0,0
