"satisfaction","Customer.Type","Age","Type.of.Travel","Class","Flight.Distance","Seat.comfort","Departure.Arrival.time.convenient","Food.and.drink","Gate.location","Inflight.wifi.service","Inflight.entertainment","Online.support","Ease.of.Online.booking","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Cleanliness","Online.boarding","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","structural_zero_flag","ArrivalDelay.Residual"
"dissatisfied","Loyal Customer",70,"Business travel","Eco",1143,2,4,4,4,2,2,2,2,2,2,3,4,3,2,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",68,"Business travel","Eco Plus",2075,2,2,5,5,2,2,2,2,1,5,4,4,3,2,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",64,"Business travel","Eco Plus",1423,2,2,2,2,2,2,2,2,3,2,4,1,3,2,0,29,FALSE,28.2425357329967
"dissatisfied","Loyal Customer",60,"Business travel","Eco",970,2,5,1,5,2,4,4,2,2,2,2,3,2,1,33,25,FALSE,-8.05948523137429
"dissatisfied","Loyal Customer",58,"Business travel","Eco",1797,2,3,3,3,5,3,3,2,2,2,2,1,2,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",41,"Business travel","Business",1463,5,5,5,5,5,4,5,2,2,2,2,5,2,3,26,18,FALSE,-8.20754139044712
"dissatisfied","Loyal Customer",8,"Business travel","Business",2409,2,3,5,3,2,2,2,2,4,2,3,4,4,2,17,18,FALSE,0.602100690744955
"dissatisfied","Loyal Customer",54,"Business travel","Eco",964,2,5,5,5,5,3,3,2,2,2,2,2,2,2,8,0,FALSE,-8.58825722806297
"dissatisfied","Loyal Customer",54,"Business travel","Eco Plus",1468,2,5,5,5,2,2,2,2,2,1,4,3,3,2,34,23,FALSE,-11.0383343515067
"dissatisfied","Loyal Customer",41,"Business travel","Business",3938,2,2,2,2,4,4,3,2,2,2,2,2,2,3,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",51,"Business travel","Eco",622,2,4,4,4,1,4,4,2,2,2,2,2,2,2,7,43,FALSE,35.3905918920695
"dissatisfied","Loyal Customer",56,"Business travel","Business",3378,2,2,2,2,4,3,4,2,2,2,2,4,2,2,43,31,FALSE,-11.8479764326988
"satisfied","Loyal Customer",42,"Business travel","Business",872,1,1,4,1,4,4,4,2,2,2,2,4,2,5,16,3,FALSE,-13.4190501891226
"satisfied","Loyal Customer",47,"Business travel","Eco",1183,2,3,3,3,2,2,2,2,5,4,1,1,2,2,1,0,FALSE,-1.7363133871358
"satisfied","Loyal Customer",45,"Business travel","Business",3266,1,1,1,1,5,5,4,2,2,2,2,4,2,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",44,"Business travel","Business",2395,2,2,2,2,4,4,4,2,2,2,2,3,2,3,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",40,"Business travel","Business",624,2,3,3,3,2,4,3,2,2,2,2,1,2,4,4,0,FALSE,-4.67286074753316
"satisfied","Loyal Customer",45,"Business travel","Business",3187,4,4,4,4,5,3,2,2,2,2,2,5,2,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",39,"Business travel","Business",465,1,1,1,1,1,1,5,2,2,2,2,4,2,1,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",37,"Business travel","Eco",2688,2,4,4,4,2,2,2,2,4,3,4,4,4,2,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",39,"Business travel","Business",3284,2,1,1,1,5,4,3,2,2,2,2,4,2,4,0,4,FALSE,3.24253573299665
"dissatisfied","Loyal Customer",27,"Business travel","Business",1451,2,1,3,1,2,2,2,2,3,1,3,4,3,2,5,0,FALSE,-5.65170986766561
"satisfied","Loyal Customer",35,"Business travel","Eco",1430,2,5,5,5,2,2,2,2,1,5,1,5,5,2,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",51,"Business travel","Business",4655,2,4,4,4,2,2,2,1,4,3,4,2,1,2,274,264,FALSE,-4.96212318329538
"dissatisfied","Loyal Customer",58,"Business travel","Business",300,2,2,2,2,2,3,3,2,2,2,2,4,2,4,99,88,FALSE,-9.66352716011618
"satisfied","Loyal Customer",58,"Business travel","Business",2233,3,3,3,3,4,5,4,2,2,2,2,4,2,5,1,0,FALSE,-1.7363133871358
"dissatisfied","Loyal Customer",24,"Business travel","Eco",2261,2,5,5,5,2,2,3,2,3,4,4,4,3,2,20,13,FALSE,-7.3344466696524
"dissatisfied","Loyal Customer",43,"Business travel","Business",3045,3,3,3,3,2,4,3,2,2,2,3,1,2,2,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",19,"Business travel","Eco",1993,2,1,1,1,2,2,3,2,1,5,3,3,3,2,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",43,"Business travel","Eco",418,2,2,2,2,1,3,3,3,3,2,3,2,3,4,10,15,FALSE,4.45404453167212
"dissatisfied","Loyal Customer",72,"Business travel","Eco",395,2,3,3,3,1,4,4,3,3,2,3,2,3,4,1,4,FALSE,2.2636866128642
"dissatisfied","Loyal Customer",46,"Business travel","Business",3483,3,5,5,5,1,4,4,3,3,2,3,1,3,3,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",31,"Business travel","Eco Plus",2451,3,3,3,3,3,2,3,3,1,4,4,4,4,3,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",9,"Business travel","Eco",2185,2,2,2,2,2,2,4,2,1,1,3,1,3,2,16,6,FALSE,-10.4190501891226
"dissatisfied","Loyal Customer",20,"Business travel","Eco Plus",1573,2,4,4,4,2,2,4,2,2,4,3,1,3,2,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",25,"Business travel","Eco",1615,3,5,5,5,3,2,4,3,2,1,4,3,3,3,3,12,FALSE,8.30598837259929
"dissatisfied","Loyal Customer",33,"Business travel","Business",226,4,2,2,2,4,3,4,3,3,2,4,3,3,2,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",54,"Business travel","Business",1631,2,4,4,4,3,1,2,2,2,3,2,4,2,1,34,18,FALSE,-16.0383343515067
"dissatisfied","Loyal Customer",26,"Business travel","Eco Plus",3352,3,2,2,2,3,3,2,3,2,2,3,2,4,3,0,10,FALSE,9.24253573299665
"satisfied","Loyal Customer",43,"Business travel","Business",1154,4,4,4,4,4,4,5,3,3,3,3,4,3,5,0,3,FALSE,2.24253573299665
"satisfied","Loyal Customer",42,"Business travel","Business",3184,1,4,1,1,4,4,5,3,3,3,3,5,3,4,0,50,FALSE,49.2425357329967
"satisfied","Loyal Customer",59,"Business travel","Business",859,2,2,2,2,4,5,4,3,3,3,3,4,3,3,6,0,FALSE,-6.63055898779807
"satisfied","Loyal Customer",58,"Business travel","Business",2685,5,5,5,5,2,4,5,3,3,3,3,4,3,5,46,40,FALSE,-5.78452379309618
"dissatisfied","Loyal Customer",58,"Business travel","Business",2422,3,3,3,3,2,3,3,3,3,3,3,1,3,1,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",57,"Business travel","Business",1636,3,3,4,3,3,3,5,3,3,3,3,5,3,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",46,"Business travel","Business",1585,3,3,3,3,3,5,5,3,3,3,3,3,3,5,1,0,FALSE,-1.7363133871358
"dissatisfied","Loyal Customer",57,"Business travel","Eco",1756,3,3,3,3,3,3,3,3,1,1,1,1,2,3,0,15,FALSE,14.2425357329967
"satisfied","Loyal Customer",59,"Business travel","Business",1612,4,4,4,4,4,5,5,3,3,3,3,5,3,5,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",48,"Business travel","Business",1156,3,2,2,2,2,3,2,3,3,3,3,2,3,1,29,50,FALSE,20.8559112491555
"satisfied","Loyal Customer",25,"Business travel","Business",2724,1,1,1,1,3,3,3,3,4,3,5,4,4,3,0,4,FALSE,3.24253573299665
"dissatisfied","Loyal Customer",53,"Business travel","Eco",131,3,4,4,4,1,2,2,3,3,3,3,2,3,2,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",52,"Business travel","Business",2682,2,2,2,2,5,4,5,3,3,3,3,4,3,5,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",67,"Business travel","Business",2839,3,3,3,3,1,2,2,3,3,3,3,3,3,4,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",44,"Business travel","Eco Plus",3101,3,2,2,2,3,3,3,3,3,2,3,1,2,3,12,18,FALSE,5.49634629140722
"satisfied","Loyal Customer",44,"Business travel","Eco",1009,3,4,4,4,5,3,5,3,3,3,3,1,3,3,8,0,FALSE,-8.58825722806297
"satisfied","Loyal Customer",54,"Business travel","Business",2585,5,5,3,5,5,4,5,3,3,3,3,4,3,5,62,66,FALSE,4.55389028478457
"dissatisfied","Loyal Customer",63,"Business travel","Eco Plus",1679,3,4,4,4,3,3,3,3,1,4,3,2,4,3,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",53,"Business travel","Business",1604,3,4,4,4,2,4,4,3,3,3,3,3,3,1,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",53,"Business travel","Business",1592,3,5,5,5,5,2,4,3,3,3,3,2,3,3,5,0,FALSE,-5.65170986766561
"dissatisfied","Loyal Customer",39,"Business travel","Business",3065,3,5,5,5,4,2,3,3,3,3,3,3,3,1,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",54,"Business travel","Eco",2776,3,4,4,4,3,3,3,3,3,5,2,2,3,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",59,"Business travel","Business",1519,1,1,1,1,2,3,5,3,3,3,3,4,3,4,8,5,FALSE,-3.58825722806297
"dissatisfied","Loyal Customer",45,"Business travel","Business",2613,3,4,4,4,2,4,4,3,3,3,3,4,3,3,0,19,FALSE,18.2425357329967
"satisfied","Loyal Customer",43,"Business travel","Business",1049,4,4,4,4,4,5,5,3,3,3,3,3,3,4,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",51,"Business travel","Eco",493,3,5,5,5,4,3,2,3,3,3,3,2,3,3,9,0,FALSE,-9.56710634819542
"satisfied","Loyal Customer",31,"Business travel","Business",2097,3,3,2,3,3,3,3,3,3,2,5,3,5,3,15,1,FALSE,-14.4402010689901
"dissatisfied","Loyal Customer",43,"Business travel","Eco",54,3,3,3,3,5,4,4,3,3,3,3,1,3,3,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",26,"Business travel","Business",3604,3,5,5,5,3,3,3,3,4,3,3,2,4,3,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",22,"Business travel","Business",3573,3,2,4,2,3,3,3,3,2,1,4,2,4,3,1,10,FALSE,8.2636866128642
"satisfied","Loyal Customer",59,"Business travel","Business",630,5,5,5,5,3,4,5,3,3,3,3,3,3,4,1,5,FALSE,3.2636866128642
"dissatisfied","Loyal Customer",43,"Business travel","Business",2844,3,1,2,1,4,2,3,3,3,3,3,3,3,3,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",38,"Business travel","Business",562,3,5,5,5,4,3,4,3,3,3,3,1,3,4,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",44,"Business travel","Business",1540,3,4,4,4,3,3,4,3,3,3,3,3,3,4,24,6,FALSE,-18.2498431501822
"satisfied","Loyal Customer",39,"Business travel","Eco Plus",1722,3,1,1,1,3,3,3,3,1,4,5,2,3,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",41,"Business travel","Business",1580,3,3,4,3,3,5,5,3,3,3,3,5,3,5,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",57,"Business travel","Business",384,3,2,4,2,1,4,4,3,3,3,3,2,3,3,0,32,FALSE,31.2425357329967
"dissatisfied","Loyal Customer",46,"Business travel","Business",1532,3,3,3,3,4,4,4,3,3,3,3,2,3,4,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",56,"Business travel","Business",2650,3,3,3,3,4,2,3,3,3,3,3,2,3,2,49,56,FALSE,7.27892884650646
"dissatisfied","Loyal Customer",27,"Business travel","Eco",2096,3,3,2,3,3,3,3,3,4,3,4,2,4,3,42,34,FALSE,-7.86912731256637
"dissatisfied","Loyal Customer",23,"Business travel","Eco",1389,3,2,2,2,3,3,3,3,3,4,3,1,2,3,17,11,FALSE,-6.39789930925505
"satisfied","Loyal Customer",50,"Business travel","Business",2102,1,1,1,1,3,4,5,3,3,3,3,3,3,4,0,26,FALSE,25.2425357329967
"dissatisfied","Loyal Customer",49,"Business travel","Business",2083,3,2,2,2,1,3,4,3,3,3,3,2,3,4,0,8,FALSE,7.24253573299665
"dissatisfied","Loyal Customer",12,"Business travel","Business",3796,3,4,4,4,3,3,3,3,4,4,3,4,3,3,26,19,FALSE,-7.20754139044712
"dissatisfied","Loyal Customer",45,"Business travel","Business",1937,3,5,5,5,3,3,4,3,3,3,3,3,3,3,10,0,FALSE,-10.5459554683279
"satisfied","Loyal Customer",52,"Business travel","Business",1020,3,3,3,3,5,4,5,3,3,3,3,4,3,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",29,"Business travel","Business",3590,4,4,4,4,3,3,3,3,5,2,5,2,4,3,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",51,"Business travel","Eco",2937,3,4,4,4,3,3,3,3,4,2,4,1,3,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",59,"Business travel","Business",3047,3,3,3,3,4,4,5,3,3,3,3,4,3,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",51,"Business travel","Business",2713,5,5,5,5,2,5,4,3,3,3,3,3,3,4,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",40,"Business travel","Business",3707,3,4,4,4,3,4,4,3,3,3,3,2,3,1,20,12,FALSE,-8.3344466696524
"dissatisfied","Loyal Customer",24,"Business travel","Business",1887,3,1,1,1,3,3,3,3,3,2,3,1,4,3,30,25,FALSE,-5.12293787097693
"satisfied","Loyal Customer",60,"Business travel","Business",2939,1,1,1,1,5,4,5,3,3,3,3,3,3,4,0,1,FALSE,0.242535732996651
"dissatisfied","Loyal Customer",37,"Business travel","Eco Plus",2017,3,1,4,1,3,3,3,3,4,3,3,3,3,3,1,0,FALSE,-1.7363133871358
"dissatisfied","Loyal Customer",61,"Business travel","Business",3411,3,3,3,3,4,4,3,3,3,3,3,1,3,1,13,0,FALSE,-13.4825028287252
"dissatisfied","Loyal Customer",47,"Business travel","Business",340,3,1,1,1,4,4,3,3,3,3,3,4,3,4,19,6,FALSE,-13.35559754952
"dissatisfied","Loyal Customer",48,"Business travel","Business",2242,3,3,3,3,3,4,4,3,3,3,3,3,3,3,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",25,"Business travel","Business",3164,3,4,2,2,3,3,3,3,2,4,3,1,4,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",38,"Business travel","Business",1752,4,4,5,4,3,1,1,3,3,3,3,2,3,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",43,"Business travel","Business",3827,3,3,3,3,1,1,3,3,3,3,3,3,3,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",42,"Business travel","Business",410,5,5,5,5,2,5,5,3,3,3,3,3,3,3,29,29,FALSE,-0.144088750844478
"dissatisfied","Loyal Customer",20,"Business travel","Eco Plus",2114,3,3,3,3,3,3,4,3,4,4,3,2,4,3,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",14,"Business travel","Eco",2762,3,1,1,1,3,3,4,3,2,1,3,1,3,3,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",50,"Business travel","Eco",1267,3,1,1,1,1,3,3,4,4,3,4,4,4,3,102,117,FALSE,16.3999254794865
"dissatisfied","Loyal Customer",46,"Business travel","Eco",920,3,3,2,3,5,3,2,4,4,3,4,4,4,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",39,"Business travel","Business",2147,2,2,2,2,2,5,4,4,4,3,4,5,4,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",53,"Business travel","Business",451,5,5,5,5,3,4,4,4,4,3,4,5,4,5,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",40,"Business travel","Business",3672,2,3,3,3,1,4,3,4,4,4,2,1,4,1,29,23,FALSE,-6.14408875084448
"satisfied","Loyal Customer",46,"Business travel","Eco",1783,4,5,5,5,3,4,3,3,3,3,5,1,3,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",54,"Business travel","Business",629,3,3,2,3,3,5,4,3,3,4,3,5,3,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",57,"Business travel","Business",620,4,4,5,4,3,5,4,3,3,4,3,5,3,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",50,"Business travel","Business",1735,1,1,1,1,5,4,5,3,3,4,3,5,3,3,0,2,FALSE,1.24253573299665
"satisfied","Loyal Customer",53,"Business travel","Business",1949,2,2,2,2,3,4,5,3,3,4,3,4,3,5,0,1,FALSE,0.242535732996651
"satisfied","Loyal Customer",46,"Business travel","Business",4523,4,4,1,4,4,3,3,5,3,4,5,3,3,3,229,257,FALSE,32.086087222665
"satisfied","Loyal Customer",39,"Business travel","Business",3692,5,5,2,5,5,4,4,3,3,4,3,3,3,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",53,"Business travel","Business",280,2,2,2,2,4,4,4,3,3,4,3,5,3,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",47,"Business travel","Business",2569,2,2,2,2,4,5,4,3,3,4,3,3,3,4,1,0,FALSE,-1.7363133871358
"satisfied","Loyal Customer",41,"Business travel","Business",2199,1,1,1,1,5,5,5,3,3,4,3,4,3,4,0,1,FALSE,0.242535732996651
"satisfied","Loyal Customer",54,"Business travel","Business",2410,2,2,1,2,4,3,3,5,4,4,4,3,4,3,142,151,FALSE,11.2459606741884
"satisfied","Loyal Customer",68,"Business travel","Business",3202,1,1,5,1,3,4,4,3,3,4,3,4,3,5,7,2,FALSE,-5.60940810793052
"dissatisfied","Loyal Customer",54,"Business travel","Business",284,3,1,1,1,3,3,4,3,3,4,3,4,3,4,22,16,FALSE,-6.29214490991731
"satisfied","Loyal Customer",53,"Business travel","Eco",990,4,2,2,2,5,2,3,3,3,4,3,2,3,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",43,"Business travel","Business",860,1,1,1,1,3,4,4,3,3,4,3,5,3,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",41,"Business travel","Business",2433,2,2,2,2,2,5,5,3,3,4,3,3,3,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",41,"Business travel","Business",396,1,1,5,1,3,4,4,3,3,4,3,5,3,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",49,"Business travel","Business",3265,4,4,4,4,5,4,4,3,3,4,3,4,3,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",35,"Business travel","Business",2997,1,1,1,1,5,4,5,3,3,4,3,3,3,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",39,"Business travel","Business",3958,1,1,1,1,5,2,5,4,4,4,3,5,4,2,68,105,FALSE,37.6807955639899
"satisfied","Loyal Customer",36,"Business travel","Business",2778,1,1,1,1,2,4,1,4,4,4,3,1,4,2,0,4,FALSE,3.24253573299665
"satisfied","Loyal Customer",22,"Business travel","Eco",1308,4,1,1,1,4,4,3,4,1,3,3,5,5,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",42,"Business travel","Business",3828,4,4,4,4,4,4,4,4,2,4,5,4,3,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",78,"Business travel","Eco",64,4,2,2,2,4,1,2,4,4,4,4,3,4,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",57,"Business travel","Business",2444,5,5,2,5,2,4,4,4,4,4,4,4,4,5,7,0,FALSE,-7.60940810793052
"satisfied","Loyal Customer",34,"Business travel","Business",2101,4,4,5,4,3,5,4,4,4,4,4,4,4,3,66,57,FALSE,-8.36150619574523
"satisfied","Loyal Customer",58,"Business travel","Business",1878,4,4,4,4,3,5,4,4,4,4,4,5,4,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",46,"Business travel","Business",1708,2,2,2,2,5,5,5,4,4,4,4,4,4,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",16,"Business travel","Business",3120,5,5,5,5,4,4,4,4,5,4,1,2,4,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",50,"Business travel","Business",1539,3,3,3,3,2,5,4,4,4,4,4,3,4,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",53,"Business travel","Business",1468,3,3,4,3,5,5,4,4,4,4,4,3,4,4,9,0,FALSE,-9.56710634819542
"satisfied","Loyal Customer",30,"Business travel","Business",3123,4,4,3,4,4,4,4,4,4,3,4,3,5,4,0,2,FALSE,1.24253573299665
"satisfied","Loyal Customer",40,"Business travel","Business",3711,4,4,4,4,4,5,5,4,4,4,4,5,4,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",32,"Business travel","Business",4540,5,5,5,5,4,4,4,4,4,2,5,5,5,4,18,0,FALSE,-18.3767484293875
"satisfied","Loyal Customer",47,"Business travel","Business",1044,2,2,2,2,5,4,1,4,4,4,4,1,4,1,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",53,"Business travel","Business",3017,5,5,5,5,2,4,4,4,4,4,4,3,4,3,0,2,FALSE,1.24253573299665
"satisfied","Loyal Customer",40,"Business travel","Business",3343,3,1,3,3,2,3,1,4,4,4,4,5,4,5,10,0,FALSE,-10.5459554683279
"satisfied","Loyal Customer",39,"Business travel","Business",2610,5,5,3,5,5,4,5,4,4,4,4,5,4,4,44,42,FALSE,-1.82682555283127
"satisfied","Loyal Customer",36,"Business travel","Business",2503,4,4,4,4,1,4,4,4,4,4,4,1,4,3,12,10,FALSE,-2.50365370859278
"satisfied","Loyal Customer",50,"Business travel","Business",3550,1,1,1,1,3,4,4,4,4,4,4,3,4,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",56,"Business travel","Business",674,2,2,2,2,4,5,4,4,4,4,4,5,4,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",31,"Business travel","Business",1379,5,5,5,5,4,4,4,4,1,5,1,4,4,4,0,8,FALSE,7.24253573299665
"satisfied","Loyal Customer",35,"Business travel","Business",3630,5,5,5,5,4,5,5,4,4,4,4,5,4,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",45,"Business travel","Business",569,3,3,5,3,4,4,4,4,4,4,4,4,4,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",36,"Business travel","Business",491,5,5,5,5,5,4,3,4,4,4,4,3,4,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",40,"Business travel","Business",458,3,3,3,3,4,5,4,4,4,4,4,5,4,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",54,"Business travel","Business",3384,4,4,4,4,2,4,5,4,4,4,4,4,4,4,26,22,FALSE,-4.20754139044712
"satisfied","Loyal Customer",57,"Business travel","Business",2515,4,4,4,4,1,3,5,4,4,4,4,3,4,1,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",31,"Business travel","Business",3921,5,3,5,5,4,4,4,4,5,4,4,3,4,4,0,16,FALSE,15.2425357329967
"satisfied","Loyal Customer",56,"Business travel","Business",2823,4,4,4,4,2,5,4,4,4,4,4,5,4,3,25,30,FALSE,4.77130772968533
"satisfied","Loyal Customer",27,"Business travel","Eco",2217,4,4,4,4,4,4,4,4,1,2,5,3,4,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",26,"Business travel","Business",4804,2,2,2,2,4,4,4,3,3,4,4,4,3,4,138,125,FALSE,-10.8386428452818
"satisfied","Loyal Customer",56,"Business travel","Business",2292,3,3,3,3,2,5,5,4,4,4,4,5,4,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",43,"Business travel","Business",1852,1,1,1,1,3,4,4,4,4,4,4,3,4,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",52,"Business travel","Business",1399,2,2,2,2,3,5,5,4,4,4,4,4,4,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",40,"Business travel","Business",2093,1,1,1,1,5,5,4,4,4,4,4,4,4,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",48,"Business travel","Business",2141,4,4,4,4,3,4,4,4,4,4,4,3,4,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",45,"Business travel","Business",2363,1,1,1,1,4,4,5,4,4,4,4,3,4,3,1,10,FALSE,8.2636866128642
"satisfied","Loyal Customer",50,"Business travel","Business",2344,1,1,1,1,3,5,4,4,4,4,4,5,4,3,0,12,FALSE,11.2425357329967
"satisfied","Loyal Customer",30,"Business travel","Business",5076,2,2,3,2,4,4,4,4,4,5,3,4,3,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",59,"Business travel","Business",1058,3,3,3,3,4,4,5,4,4,4,4,5,4,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",47,"Business travel","Business",3444,3,3,3,3,2,4,5,4,4,4,4,4,4,4,32,18,FALSE,-14.0806361112418
"satisfied","Loyal Customer",39,"Business travel","Business",2841,3,3,3,3,4,4,4,2,2,5,5,4,2,4,123,171,FALSE,49.844093956705
"satisfied","Loyal Customer",42,"Business travel","Business",986,3,3,4,3,2,4,4,4,4,4,4,4,4,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",34,"Business travel","Business",1830,3,3,5,3,3,3,3,4,4,4,4,5,4,3,29,16,FALSE,-13.1440887508445
"satisfied","Loyal Customer",54,"Business travel","Business",3411,5,5,5,5,2,4,5,4,4,4,4,3,4,3,2,0,FALSE,-2.71516250726825
"satisfied","Loyal Customer",18,"Business travel","Business",4579,1,1,1,1,4,4,4,5,1,5,3,4,2,4,133,122,FALSE,-8.94439724461957
"dissatisfied","Loyal Customer",45,"Business travel","Business",3562,4,4,4,4,4,3,3,4,4,4,4,2,4,1,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",60,"Business travel","Business",2614,3,3,3,3,3,4,4,4,4,4,4,5,4,5,0,16,FALSE,15.2425357329967
"satisfied","Loyal Customer",27,"Business travel","Business",2563,1,1,1,1,4,4,4,4,4,5,2,5,5,4,3,3,FALSE,-0.694011627400707
"satisfied","Loyal Customer",59,"Business travel","Business",676,4,4,4,4,5,4,4,4,4,4,4,4,4,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",42,"Business travel","Business",611,4,4,4,4,4,4,5,4,4,4,4,5,4,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",49,"Business travel","Business",1852,5,5,5,5,3,4,5,4,4,4,4,5,4,3,19,12,FALSE,-7.35559754951995
"satisfied","Loyal Customer",46,"Business travel","Business",2197,2,2,2,2,3,4,5,4,4,4,4,4,4,5,40,27,FALSE,-12.9114290723015
"satisfied","Loyal Customer",48,"Business travel","Business",3736,3,3,3,3,4,5,5,4,4,4,4,4,4,4,65,69,FALSE,4.61734292438722
"satisfied","Loyal Customer",50,"Business travel","Business",479,2,5,2,2,4,5,4,4,4,4,4,3,4,3,2,0,FALSE,-2.71516250726825
"satisfied","Loyal Customer",47,"Business travel","Business",496,2,2,2,2,2,5,4,4,4,4,4,4,4,3,0,0,FALSE,-0.757464267003349
